1,2,3,,,,,,,,,kg/m3,%,,%,mg/L,KJ/kg,%,工业分析（单位%，总和=1）,,,,元素组成（单位%，所有元素加和=1）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,主要成分（%）,,,,,,,,,,,,,,,,,,,,物相组成（%）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金属元素含量（mg/kg）数值型,,,,,,,,,,,,,,,,,,,,,,,,,,mg/L,mg/L,（mg/L),（mg/L),多环芳烃（mg/kg),,,,,,,,,,,,,,,,酯类,,,,,,,,,,邻苯二甲酸酯类,,,,,,,,,,,,,,,,,芳香烃类mg/kg,,,,,,,,,,,氯代烃,,酚类（mg/L）,,,,醛类（%）,,有机酸类（mg/L),,,,,,有机酸盐类,,,,杂环（mg/kg）,,,,,,胺类,,,,,,,,,,,,,,,农药,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,重金属毒性浸出浓度（mg/L),,,,,,,,,,,,,,,,,,,,
废物类别,行业分类,固废名称,别名,产生工段,表观形貌（稍微详细）,表观形貌关键词,物理形态,形状,颜色,气味,密度,含水率,pH,含油率,COD,热值,烧失量,水分,灰分,挥发分,固定碳,C,H,N,O,F,Na,Mg,Al,"Si	",P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,"Cu	",Zn,As,Pb,Ag,Bi,Cd,Sn,Sb,I,Hg,Ba,Al2O3,MgO,P Cl,K2O,Na2O,Fe2O3,SiO2,MnO,CaO,P S,SO3,As2O3,TiO2,Cr2O3,CuO,ZnO,PbO,P F,V2O5,BaO,P2O5,SnO2,NiO,NaCl（%）,KCl,MgCl2,Mg(OH)2,AlCl3,MnCl2,NH4Cl（%）,TiCl4,FeCl2,FeCl3,CaCl2,CaF2,CaSO4,CaCO3,P BaO,BaSO4,BaCO3,BaSiO3,BaS,NaOH,辉铜矿,黄铜矿,铜铁硫化相,铁橄榄石,磁铁矿,钙铁辉石,玻璃相,石膏,方解石,石英,砷铜矿,皓矾,六水锌矾,氧化锑,三氧化二砷,五氧化二砷,铅绿矾,方铅矿,铅黄,铅,密陀僧,红锌矿,闪锌矿,锌,纤锌矿,冰晶石,刚玉,β-氧化铝,钾冰晶石,铝,锥冰晶石,西蒙冰晶石,氟铝钙锂石,白砷石,三水胆矾,副雄黄,砷华,铅矾,块黑铅矿,四水锌矾,硒汞矿,尖晶石,氮化铝,方镁石,铜靛矾,CuSO4•H2O,CdSO3•0.5H2O,石盐,氟氯铅矿,铁白云石,钙铝矾,氯铅矿,T B,T Na,T Mg,T Al,T K,T Ca,T Fe,T Cu,T Pb,T Zn,T Sn,T Ni,T Co,T Sb,T Hg,T Cd,T Bi,T Cr,T As,T Be,T Ba,T Pd,T Pt,T V,T Mn,T Ti,T Al3+ ,T SO42- ,CN,T F,萘,苊烯,苊,芴,菲,蒽,荧蒽,芘,苯并（a）蒽,屈,苯并（b）荧蒽,苯并 (k)荧蒽,苯并（a）芘,"茚苯（1,2,3-cd）芘"," 二苯并（a, n）蒽",苯并（ghi）北（二萘嵌苯）,乙酸乙酯,乙酸丁酯,乙酸异戊酯,氨基甲酸乙酯,邻甲酸甲酯,邻甲基苯甲酸,丁酸丁酯,N-氰基乙酰亚胺甲酯（乙酯）,4-[3-甲基-3-(（甲亚基氨基)）苯基]丁酸乙酯,氯甲酸甲酯,邻苯二甲酸二甲酯,邻甲基苯甲酸甲酯,邻苯二甲酸二乙酯,邻苯二甲酸二异丁酯,邻苯二甲酸二正丁酯,邻苯二甲酸二(2-甲氧基)乙酯,邻苯二甲酸二(4-甲基-2-戊基)酯,邻苯二甲酸二(2-乙氧基)乙酯,邻苯二甲酸二戊酯,邻苯二甲酸二己酯,邻苯二甲酸丁基苄基酯,邻苯二甲酸二(2-丁氧基)乙酯,邻苯二甲酸二环己酯,邻苯二甲酸二（2-乙基）己酯,邻苯二甲酸二苯酯,邻苯二甲酸二正辛酯,邻苯二甲酸二壬酯,苯,甲苯,乙苯,二甲苯,对二甲苯,间二甲苯,邻二甲苯,异丙苯,苯乙烯,乙烯基甲苯,环己烷,二氯甲烷,二氯乙烷,苯酚,邻甲酚,"2,4-二氯酚","2,5-二氯苯酚",甲醛,间苯氧基苯甲醛,甲酸,苯氧乙酸,氯乙酸,羟基乙酸,2甲4氯酸,甘氨酸,亚磷酸钠,甲基草甘膦酸钠盐,羟甲基磷酸钠盐,"2,4-二氯苯氧乙酸钠",氯甲基吡啶,吡啶,2-氯-5-氯甲基吡啶,三氯吡啶醇钠,乙基氯化物,氯乙酰氯,邻苯二胺,苯肼,脲,1-苯基氨基脲,二甲胺,2-氯烟酰胺,精胺,胺醚,乙撑硫脲,邻甲基苯基硫脲,"2-氯-N-(氯甲基)-N-(2,6-二乙基苯基)乙酰胺（MRM）","N-2,6-二乙基苯基甲亚胺（甲叉）",丁草胺,4-[3-乙基-2-(甲亚基氨基)苯基]丁酰氯,"2,5-二氯苯胺","2,4-D（mg/L）",草甘膦（mg/L),增甘膦mg/L,双甘膦mg/L,西玛津mg/L,三唑磷mg/L,烟嘧磺酰氯mg/L,烟嘧磺胺mg/L,烟嘧磺隆mg/kg,毒死蜱,多菌灵mg/L,氟乐灵,咪鲜胺,莠去津mg/L,百草枯mg/L,苯磺隆,吡虫啉,咪唑（烷）,丙环唑,代森锰mg/L,敌百虫,啶虫脒,麦草畏,杀虫单,乙草胺,溴丙烷,四氯化碳,丙溴磷,对氯三氟甲苯,功夫酰氯,苄基三乙基氯化铵,二氯菊酰氯,4-甲基-2-肼基苯并骈噻唑,苯唑醇,二甲硫醚,硫酸二甲酯,甲醇,乙醇,辛硫磷,"O,O-二乙基硫代磷酰氯",醋酸,醋酸酐,丙烯醛,丙烯腈,环戊二烯,L Ca,L Mg,L Fe,L Cu,L Pb,L Zn,L Ba,L Sn ,L Co,L Sb,L Hg,L Cd,L Bi,L Ni,L Cr ,L Ag,L As,L Se,L Br,L V,L F
收尘灰,有色冶炼,再生铝熔铸炉烟灰,,再生铝冶炼工艺熔铸炉收尘烟灰工段烟气收尘设备产生的收尘烟灰,,球状、光滑、分散,固态,粉末状,黑色,无刺激性气味,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.196,2.364,4.656,0.4668,0.0792,7.644,8.58,0.4764,5.496,0.9816,,,0.4044,0.1368,0.6552,2.088,0.2076,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,3200,420,5800,,550,,,,,,1600,130,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18648,0.02952,0.2964,0.2736,,,,,0.06144,,0.008088,0.007344,,0.11184,0.09144,,,
收尘灰,有色冶炼,再生铝冶炼精炼工序烟灰,,再生铝冶炼生产工艺精炼工序烟气收尘设备产生的精炼烟灰,,球状、光滑、分散,固态,粉末状,黑色,无刺激性气味,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.76,0.6976,10.912,5.456,3.296,2.816,6.128,0.06264,0.976,0.3528,,,0.0744,0.02096,0.1888,3.528,0.4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,16,,,,,,,,,,,,,8,,,,,,26,,,,,,,,,,,,5500,650,35500,,13000,,,,,,43000,4800,,1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3712,1.8032,1347.2,0.1904,,,,,40.176,,7.3648,0.1448,,0.08864,1.7568,,,
收尘灰,有色冶炼,再生铝冶炼精炼工序烟灰,,再生铝冶炼生产工艺精炼工序烟气收尘设备产生的精炼烟灰,,球状、光滑、分散,固态,粉末状,黑色,无刺激性气味,,2,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,0.872,13.64,6.82,4.12,3.52,7.66,0.0783,1.22,0.441,,,0.093,0.0262,0.236,4.41,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,19,,,,,,,,,,,,,11,,,,,,32,,,,,,,,,,,,5693.4204,696.52568,35756.1082,,13449.7005,,,,,,43484.346,4848.3266,,1603.60197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.464,2.254,1684,0.238,,,,,50.22,,9.206,0.181,,0.1108,2.196,,,
收尘灰,有色冶炼,再生铝冶炼精炼工序烟灰,,再生铝冶炼生产工艺精炼工序烟气收尘设备产生的精炼烟灰,,球状、光滑、分散,固态,粉末状,黑色,无刺激性气味,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,1.0464,16.368,8.184,4.944,4.224,9.192,0.09396,1.464,0.5292,,,0.1116,0.03144,0.2832,5.292,0.6432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,22,,,,,,,,,,,,,13,,,,,,38,,,,,,,,,,,,5900,750,36000,,14000,,,,,,44000,4900,,1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5568,2.7048,2020.8,0.2856,,,,,60.264,,11.0472,0.2172,,0.13296,2.6352,,,
液固相浸出渣,有色冶炼,银矿氰化尾渣,,,,球状、粗糙、团聚,固态,颗粒状,,,,30,8.5,,,,,,,,,,,,,,,,,,,26,,,,,,,,26,,,2.568,2.256,0.016,1.536,0.000488,0.0632,0.0112,,,,,,2.2,0.12,,,,,24.496,,0.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
液固相浸出渣,有色冶炼,银矿氰化尾渣,,,,球状、粗糙、团聚,固态,颗粒状,,,,15,9,,,,,,,,,,,,,,,,,,,26.76,,,,,,,,26.22,,,3.21,2.82,0.02,1.92,0.000611,0.079,0.014,,,,,,2.75,0.15,,,,,30.62,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
液固相浸出渣,有色冶炼,银矿氰化尾渣,,,,球状、粗糙、团聚,固态,颗粒状,,,,30,9.5,,,,,,,,,,,,,,,,,,,27,,,,,,,,27,,,3.852,3.384,0.024,2.304,0.0007332,0.0948,0.0168,,,,,,3.3,0.18,,,,,36.744,,1.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
废水处理污泥,有色冶炼,铅火法冶炼中水处理污泥,锌中水处理污泥,湿法炼锌（如常规湿法炼锌工艺等）中水处理工段产生的中水处理污泥,,板状、光滑、团聚,半固态,泥状,暗红色,有刺激性气味,,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,1.12,0.1152,0.0136,0.2856,10.032,0.3112,0.288,21.776,0.6848,0,0.0008,0.2248,0.00464,0.00904,4.248,0.0944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.23016,165.783976,31584.29776,,2244.56288,,,,,,6986.88968,757.2536,,312.909376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0544,0.01968,1.2952,0.003328,,,,,0.15328,,,0.003072,,0.047704,1.7688,,,
废水处理污泥,有色冶炼,铅火法冶炼中水处理污泥,锌中水处理污泥,湿法炼锌（如常规湿法炼锌工艺等）中水处理工段产生的中水处理污泥,,板状、光滑、团聚,半固态,泥状,暗红色,有刺激性气味,,50,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,1.4,0.144,0.017,0.357,12.54,0.389,0.36,27.22,0.856,,0.001,0.281,0.0058,0.0113,5.31,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.7877,207.22997,39480.3722,,2805.7036,,,,,,8733.6121,946.567,,391.13672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068,0.0246,1.619,0.00416,,,,,0.1916,,,0.00384,,0.05963,2.211,,,
废水处理污泥,有色冶炼,铅火法冶炼中水处理污泥,锌中水处理污泥,湿法炼锌（如常规湿法炼锌工艺等）中水处理工段产生的中水处理污泥,,板状、光滑、团聚,半固态,泥状,暗红色,有刺激性气味,,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.234,1.68,0.1728,0.0204,0.4284,15.048,0.4668,0.432,32.664,1.0272,0,0.0012,0.3372,0.00696,0.01356,6.372,0.1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.34524,248.675964,47376.44664,,3366.84432,,,,,,10480.33452,1135.8804,,469.364064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0816,0.02952,1.9428,0.004992,,,,,0.22992,,,0.004608,,0.071556,2.6532,,,
废水处理污泥,有色冶炼,锌湿法冶炼污酸处理中和渣,锌中和渣,湿法炼锌（如常规湿法炼锌工艺等）污酸处理工段产生的中和渣,,板状、光滑、团聚,固态,泥状,灰色,无刺激性气味,,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6.64,2.56,0.88,,,,,,,,,0.368,0.0408,0.1248,,0.0752,0.2512,0.4944,0.00408,29.752,,,0.3896,0.00896,0.0036,0.00392,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.4632,215.140296,5613.83648,,4638.86672,,,,,,14048.05368,1232.66992,,326.69452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032856,,0.79064,0.030328,,,,0.007096,0.17816,,0.02212,,,0.0644,1.3064,,,
废水处理污泥,有色冶炼,锌湿法冶炼污酸处理中和渣,锌中和渣,湿法炼锌（如常规湿法炼锌工艺等）污酸处理工段产生的中和渣,,板状、光滑、团聚,固态,泥状,灰色,无刺激性气味,,33,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.3,3.2,1.1,,,,,,,,,0.46,0.051,0.156,,0.094,0.314,0.618,0.0051,37.19,,,0.487,0.0112,0.0045,0.0049,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.079,268.92537,7017.2956,,5798.5834,,,,,,17560.0671,1540.8374,,408.36815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04107,,0.9883,0.03791,,,,0.00887,0.2227,,0.02765,,,0.0805,1.633,,,
废水处理污泥,有色冶炼,锌湿法冶炼污酸处理中和渣,锌中和渣,湿法炼锌（如常规湿法炼锌工艺等）污酸处理工段产生的中和渣,,板状、光滑、团聚,固态,泥状,灰色,无刺激性气味,,40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9.96,3.84,1.32,,,,,,,,,0.552,0.0612,0.1872,,0.1128,0.3768,0.7416,0.00612,44.628,,,0.5844,0.01344,0.0054,0.00588,0.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.6948,322.710444,8420.75472,,6958.30008,,,,,,21072.08052,1849.00488,,490.04178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049284,,1.18596,0.045492,,,,0.010644,0.26724,,0.03318,,,0.0966,1.9596,,,
固相热处理渣,有色冶炼,锌湿法冶炼挥发窑渣,挥发窑渣,锌浸出渣挥发窑高温回收氧化锌处理工序产生的窑渣，湿法炼锌工艺挥发窑处理工序产生的窑渣,,球状、粗糙、团聚,固态,块状,黑红色,无刺激性气味,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,25.04,7.04,0.64,,,,,,,,,2.776,0.4504,0.0268,0.6624,0.2224,25.728,5.712,3.312,4.32,1.552,,1.192,0.3496,0.0824,1.632,1.616,0.6552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,37.6,,11.2,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10393.40128,805.659552,8736.48496,,1307.64304,,,,,,4064.86568,3023.78616,,474.126424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8584,0.00156,0.8272,,,,,,0.31728,,0.004856,0.004152,,1.3008,0.014392,,,
固相热处理渣,有色冶炼,锌湿法冶炼挥发窑渣,挥发窑渣,锌浸出渣挥发窑高温回收氧化锌处理工序产生的窑渣，湿法炼锌工艺挥发窑处理工序产生的窑渣,,球状、粗糙、团聚,固态,块状,黑红色,无刺激性气味,,4,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,31.3,8.8,0.8,,,,,,,,,3.47,0.563,0.0335,0.828,0.278,32.16,7.14,4.14,5.4,1.94,,1.49,0.437,0.103,2.04,2.02,0.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,47,,14,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12991.7516,1007.07444,10920.6062,,1634.5538,,,,,,5081.0821,3779.7327,,592.65803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.323,0.00195,1.034,,,,,,0.3966,,0.00607,0.00519,,1.626,0.01799,,,
固相热处理渣,有色冶炼,锌湿法冶炼挥发窑渣,挥发窑渣,锌浸出渣挥发窑高温回收氧化锌处理工序产生的窑渣，湿法炼锌工艺挥发窑处理工序产生的窑渣,,球状、粗糙、团聚,固态,块状,黑红色,无刺激性气味,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,37.56,10.56,0.96,,,,,,,,,4.164,0.6756,0.0402,0.9936,0.3336,38.592,8.568,4.968,6.48,2.328,,1.788,0.5244,0.1236,2.448,2.424,0.9828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,56.4,,16.8,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15590.10192,1208.489328,13104.72744,,1961.46456,,,,,,6097.29852,4535.67924,,711.189636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7876,0.00234,1.2408,,,,,,0.47592,,0.007284,0.006228,,1.9512,0.021588,,,
液固相浸出渣,有色冶炼,锌湿法冶炼焙烧浸出渣,浸出渣,锌精矿焙烧后浸出工段产生的焙烧浸出渣,,球状、粗糙、团聚,固态,块状,黑红色,无刺激性气味,,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.36,22.24,,4.56,,,,,,,,,0.236,1.088,,0.2136,,20.336,1.576,1.664,2.4,,,1.72,0.05056,0.00592,0.7432,23.328,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,,10.4,,,,20,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32892.44664,2238.052648,28265.9332,,41467.95112,,,,,,121074.7128,8828.88128,,3423.68808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5288,1.6768,2512.8,0.007768,,,,,57.968,,0.044152,,0.005424,0.031176,0.06324,,,
液固相浸出渣,有色冶炼,锌湿法冶炼焙烧浸出渣,浸出渣,锌精矿焙烧后浸出工段产生的焙烧浸出渣,,球状、粗糙、团聚,固态,块状,黑红色,无刺激性气味,,26,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,27.8,,5.7,,,,,,,,,0.295,1.36,,0.267,,25.42,1.97,2.08,3,,,2.15,0.0632,0.0074,0.929,29.16,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,13,,,,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41115.5583,2797.56581,35332.4165,,51834.9389,,,,,,151343.391,11036.1016,,4279.6101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.411,2.096,3141,0.00971,,,,,72.46,,0.05519,,0.00678,0.03897,0.07905,,,
液固相浸出渣,有色冶炼,锌湿法冶炼焙烧浸出渣,浸出渣,锌精矿焙烧后浸出工段产生的焙烧浸出渣,,球状、粗糙、团聚,固态,块状,黑红色,无刺激性气味,,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04,33.36,,6.84,,,,,,,,,0.354,1.632,,0.3204,,30.504,2.364,2.496,3.6,,,2.58,0.07584,0.00888,1.1148,34.992,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4,,,15.6,,,,30,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49338.66996,3357.078972,42398.8998,,62201.92668,,,,,,181612.0692,13243.32192,,5135.53212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2932,2.5152,3769.2,0.011652,,,,,86.952,,0.066228,,0.008136,0.046764,0.09486,,,
收尘灰,有色冶炼,锌湿法冶炼原矿焙烧收尘烟灰,,湿法炼锌（如常规湿法炼锌工艺等）沸腾焙烧工段烟气收尘设备产生的收尘烟灰,,球状、光滑、分散,固态,粉末状,黄色,无刺激性气味,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06856,0.0232,4.712,,,0.0192,0.0896,0.08,0.03352,0.7872,,,,,,57.888,0.0656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,7.2,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.58032,54.026232,35682.64136,,874.32608,,,,,,2775.99328,165.07528,,51.472016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03808,0.007072,270.56,0.8856,,,,,0.30288,,0.008432,0.005232,,0.015176,0.031416,,,
