,1,2,3,,,,,,,,,,,固态或半固态废物特征,,,液态废物特征,固态废物特征,,,,,,,固态废物特征,液态废物特征,工业组成分析（单位%，总和=1）,,,,,元素组成（单位%，所有元素加和=1）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物相组成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,污染物含量（mg/kg）数值型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多环芳烃（mg/kg),,,,,,,,,,,,,,,,有机污染物（mg/kg）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,毒性浸出浓度（mg/L),,,,,,,,,,,,,,,,,,,
马洪玺中低温煤焦油中金属元素分析研究,蒸馏精馏,煤化工,中低温煤焦油,,新疆固定床干馏工艺产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,1.67,1003.4,,,,,,,,,,,,,,,,,,,,,,39.78,4.43,20,,,,,0.81,173.5,,,0.14,,0.8,46.9,0.16,0.16,0.05,12.3,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马洪玺中低温煤焦油中金属元素分析研究,蒸馏精馏,煤化工,中低温煤焦油,,新疆固定床干馏工艺产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,1.7,1029,,,,,,,,,,,,,,,,,,,,,,6.72,3.33,18.23,,,,,0.05,200.5,,,0.18,,0.34,82.96,0.05,0.25,0.05,0.45,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马洪玺中低温煤焦油中金属元素分析研究,蒸馏精馏,煤化工,中低温煤焦油,,新疆固定床干馏工艺产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,1.8,1031,,,,,,,,,,,,,,,,,,,,,,11.41,10.71,17.05,,,,,1.08,651.9,,,0.42,,0.95,166.8,0.21,0.35,0.12,0.89,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马洪玺中低温煤焦油中金属元素分析研究,蒸馏精馏,煤化工,中低温煤焦油,,河北粉煤干馏工艺产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,2.2,1055,,,,,,,,,,,,,,,,,,,,,,3.1,0.52,3.87,,,,,1.4,38.1,,,0.05,,0.05,7.4,0.11,0.36,0.05,0.05,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马洪玺中低温煤焦油中金属元素分析研究,蒸馏精馏,煤化工,中低温煤焦油,,河北粉煤干馏工艺产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,1.8,1035,,,,,,,,,,,,,,,,,,,,,,5.6,6.12,12.7,,,,,21.3,110,,,0.23,,0.05,24.43,0.31,0.23,0.43,0.05,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马洪玺中低温煤焦油中金属元素分析研究,蒸馏精馏,煤化工,中低温煤焦油,,陕西固定床干馏工艺产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,0.4,1100,,,,,,,,,,,,,,,,,,,,,,4.73,4.89,21,,,,,1,300,,,0.32,,0.05,60,0.38,0.25,0.08,1.2,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马洪玺中低温煤焦油中金属元素分析研究,蒸馏精馏,煤化工,中低温煤焦油,,内蒙固定床干馏工艺产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,1.67,1098,,,,,,,,,,,,,,,,,,,,,,4.2,1.89,12,,,,,0.05,74.6,,,0.08,,0.05,20.8,0.05,0.15,0.5,7.12,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杨加可催化剂孔径分布对中低煤焦油脱硫性能影响的研究,蒸馏精馏,煤化工,中低温煤焦油,,固定床干馏工艺产生,,,,液态,粘稠状,无,黑色,,,950,,,,,,,,,,,,,,,,,84.97,11.53,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朱元宝中低温煤焦油的加氢处理工艺研究,蒸馏精馏,煤化工,中低温煤焦油,低阶煤快速热解中试装置,陕西某公司低阶煤快速热解中试装置产生的中低温煤焦油,,,,液态,粘稠状,无,黑色,,,1089,,,,,,,,,,,,,,,,,83.33,6.51,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郑金欣中低温煤焦油基炭微球的制备,蒸馏精馏,煤化工,中低温煤焦油,,陕北榆林某兰炭厂中低温煤焦油,,,,液态,粘稠状,无,黑色,,,1037,,15.8,,,,,,,,,,,,,,,82.48,8.53,1.08,7.57,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孙鸣基于Py-GC/MS的中低温煤焦油催化裂解研究,蒸馏精馏,煤化工,中低温煤焦油,,陕北地区某化工企业的中低温煤焦油重油,,,,液态,粘稠状,无,黑色,,9.41,,,,,,,,,,,,,95.05,0.25,,4.95,,77.46,9.16,0.53,12.6,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孙鸣基于Py-GC/MS的中低温煤焦油催化裂解研究,蒸馏精馏,煤化工,中低温煤焦油,重油馏分切取获得,陕北地区某化工企业的中低温煤焦油重油轻质馏分,,,,液态,粘稠状,无,黑色,,31.86,,,,,,,,,,,,,95.42,0.12,,4.58,,73.11,7.25,0.67,18.58,,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孙鸣基于Py-GC/MS的中低温煤焦油催化裂解研究,蒸馏精馏,煤化工,中低温煤焦油,重油馏分切取获得,陕北地区某化工企业的中低温煤焦油重油重质馏分,,,,液态,粘稠状,无,黑色,,1.99,,,,,,,,,,,,,89.4,0.5,,10.6,,75.98,6.5,0.9,16.32,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
韩伟中低温煤焦油制备火箭煤油研究,蒸馏精馏,煤化工,中低温煤焦油,,陕北的中低温煤焦油 ＜360 ℃馏分油,,,,液态,粘稠状,无,黑色,,,1020,,7.29,,,,,,,,,,,,,,,83.16,7.94,1.12,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张轩F改性NiW/Al_2O_3-SiO_2催化剂煤焦油加氢性能研究,蒸馏精馏,煤化工,低温煤焦油,,陕西府谷县泰达煤化公司 的低温煤焦油,,,,液态,粘稠状,无,黑色,,,1002,,13.87,,,,,,,,,,,,,,,83.92,8.73,0.43,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
郭宪厚陕西中低温煤焦油的分离与分析,蒸馏精馏,煤化工,中低温煤焦油,,陕西中低温煤焦油,,,,液态,粘稠状,无,黑色,,1.85,1068,,,,,,,,,,,,,0.184,,,,81.3,8.21,1.21,8.86,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王西奎鲁奇煤气化工艺低温煤焦油中多环芳烃的研究,蒸馏精馏,煤化工,低温煤焦油,煤气冷却产生的焦油,鲁奇煤气化工艺产生的煤焦油,,,,液态,粘稠状,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,,1300,5380,12400,4400,3810,3300,3280,,2350,,900,250,250,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王西奎鲁奇煤气化工艺低温煤焦油中多环芳烃的研究,蒸馏精馏,煤化工,低温煤焦油,煤气冷却产生的焦油,低温气化煤焦油,,,,液态,粘稠状,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11040,,,,13110,,,8246,1932,2070,,,1139,,655.5,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王西奎鲁奇煤气化工艺低温煤焦油中多环芳烃的研究,蒸馏精馏,煤化工,低温煤焦油,煤气冷却产生的焦油,低温气化煤焦油,,,,液态,粘稠状,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31015,,,1570,12938,1691,,7625,1242,641.7,790,,590,75.9,179.4,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王西奎鲁奇煤气化工艺低温煤焦油中多环芳烃的研究,蒸馏精馏,煤化工,低温煤焦油,煤气冷却产生的焦油,低温气化煤焦油,,,,液态,粘稠状,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52440,,,4726,15284,2795,,13973,1691,1066,1873,,1811,162,1142,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自测煤化工行业固体废物产生和污染特性调研报告,蒸馏精馏,煤化工,硫铵酸焦油,硫铵工段焦油槽,山东莱钢硫铵工段产生的产生的硫铵酸焦油焦油,,,,液态,粘稠状,无,黑色,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,1.4,4.3,,21.8,,,1.75,0.1,,14.3,39.6,,3.6,,,,,,,,,,,,19121,5443,203,2292,2772,768,1543,973,1320,1157,826,652,672,307,98,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张登跃悬浮床高温煤焦油沥青质加氢裂化反应过程中供氢溶剂作用研究,蒸馏精馏,煤化工,高温煤沥青,,煤化工产生的高温煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,1250,,,,,,,,,,,,,,,,,91.28,4.85,1.09,2.09,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘大朋煤沥青及沥青烟中可抽提多环芳烃的研究,蒸馏精馏,煤化工,高温煤沥青,,煤化工煤焦油加工产生的煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,92.965,4.19,0.73,1.057,,,,,,,1.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5087,,10345,8341,,,9519,,6817,4712,,6706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘大朋煤沥青及沥青烟中可抽提多环芳烃的研究,蒸馏精馏,煤化工,高温煤沥青,,煤化工煤焦油加工产生的煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,92.835,4.403,0.865,0.923,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986,,10893,8724,,,11003,,7941,4479,,7173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刘大朋煤沥青及沥青烟中可抽提多环芳烃的研究,蒸馏精馏,煤化工,高温煤沥青,,煤化工煤焦油加工产生的煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608,,14515,12177,,,9927,,7198,4119,,5830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈曦煤沥青中毒性多环芳烃含量的分析检测,蒸馏精馏,煤化工,高温煤沥青,,路用煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,92.835,4.403,0.974,0.923,,,,,,,0.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310,540,500,810,7010,1650,12440,11750,8250,10080,14240,7240,11860,9920,1900,7390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈曦煤沥青中毒性多环芳烃含量的分析检测,蒸馏精馏,煤化工,中温煤沥青,,路用煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,92.53,4.463,0.974,1.228,,,,,,,0.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070,240,290,1060,11420,2310,19460,17560,8020,10600,9370,5160,8550,6480,500,6780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈曦煤沥青中毒性多环芳烃含量的分析检测,蒸馏精馏,煤化工,中温煤沥青,,路用煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,92.2,4.618,1.002,1.36,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,200,820,210,4580,1660,14050,13950,7480,8910,13940,5860,13850,8530,,7280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张蔺峰化学交联改性降低煤沥青中毒性多环芳烃含量的研究,蒸馏精馏,煤化工,高温煤沥青,,煤化工煤焦油加工产生的煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,92.91,4.39,0.855,0.958,,,,,,,0.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410,860,8010,1400,13300,10810,8080,5430,,,9770,7240,1990,10640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈刚煤化工残渣中多环芳烃类污染物环境风险评估研究,蒸馏精馏,煤化工,中低温煤沥青,,河北某煤化工企业的中低温干馏煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.6,174.8,1605.7,1548.4,5945.7,2064.8,6954.2,5408.2,2966.4,2010.8,2692.8,1098.9,1408.5,374.6,302.4,338.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陈刚煤化工残渣中多环芳烃类污染物环境风险评估研究,蒸馏精馏,煤化工,高温煤沥青,,山西某煤化工企业的高温干馏煤沥青,,,,固态,粘稠状,板状、粗糙、团聚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.3,26.8,446.5,325.4,5525.8,1436.4,12508.7,10615.8,6476.5,1240.9,8475.3,2174.2,5221.8,3702.1,821.6,3023.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
